t,x,y,z
1,0.7048432,0.3574873,0.4767136
1.02,0.7084326,0.3197192,0.4843957
1.04,0.7128232,0.2824773,0.4917354
1.06,0.7177878,0.2457786,0.4987285
1.08,0.7230995,0.2096403,0.5053709
1.1,0.7285312,0.1740793,0.5116586
1.12,0.7338561,0.1391126,0.5175872
1.14,0.7388469,0.1047573,0.5231527
1.16,0.7432768,0.0710304,0.5283509
1.18,0.7469188,0.0379488,0.5331778
1.2,0.7495457,0.0055297,0.5376291
1.22,0.7509307,-0.02621,0.5417006
1.24,0.7510865,-0.0418198,0.5435928
1.26,0.7508466,-0.0572532,0.5453884
1.28,0.7501828,-0.0725084,0.547087
1.3,0.7490666,-0.087583,0.5486882
1.32,0.7474696,-0.102475,0.5501913
1.34,0.7453635,-0.1171823,0.5515958
1.36,0.7427199,-0.1317026,0.5529013
1.38,0.7395104,-0.146034,0.5541072
1.4,0.7357066,-0.1601742,0.555213
1.42,0.7312802,-0.1741212,0.5562182
1.44,0.7262028,-0.1878728,0.5571222
1.46,0.720446,-0.2014269,0.5579246
1.48,0.7139814,-0.2147813,0.5586248
1.5,0.7067807,-0.2279339,0.5592223
1.52,0.6988155,-0.2408827,0.5597167
1.54,0.6900573,-0.2536254,0.5601072
1.56,0.6804779,-0.2661599,0.5603936
1.58,0.6700489,-0.2784842,0.5605752
1.6,0.6587418,-0.2905961,0.5606515
1.62,0.646935,-0.302423,0.5606506
1.64,0.6354845,-0.3138427,0.5606366
1.66,0.6243593,-0.3249162,0.5606131
1.68,0.6028277,-0.3462932,0.5605427
1.7,0.5608383,-0.3878479,0.5603448
1.72,0.5393515,-0.4091004,0.5602381
1.74,0.5282598,-0.4200805,0.5601873
1.76,0.5168503,-0.4313862,0.56014
1.78,0.5050586,-0.4430845,0.5600975
1.8,0.4928204,-0.4552427,0.5600611
1.82,0.4800713,-0.4679279,0.560032
1.84,0.466747,-0.4812073,0.5600116
1.86,0.4527833,-0.4951481,0.5600011
1.88,0.4382534,-0.5096786,0.5600694
1.9,0.4237722,-0.5241862,0.5605303
1.92,0.4094328,-0.5385923,0.5614137
1.94,0.3952476,-0.5528997,0.5627085
1.96,0.3812292,-0.5671113,0.5644037
1.98,0.3537429,-0.5952584,0.5689506
2,0.3270743,-0.6230567,0.5749657
2.02,0.3013235,-0.6505288,0.5823603
2.04,0.2765908,-0.6776978,0.5910454
2.06,0.2529766,-0.7045866,0.6009323
2.08,0.2305811,-0.7312181,0.6119323
2.1,0.2095046,-0.757615,0.6239566
2.12,0.1898474,-0.7838005,0.6369164
2.14,0.1805823,-0.796821,0.6437193
2.16,0.1717096,-0.8097973,0.6507228
2.18,0.1632419,-0.8227321,0.6579158
2.2,0.1551917,-0.8356283,0.6652872
2.22,0.1475716,-0.8484888,0.6728259
2.24,0.1403939,-0.8613165,0.6805208
2.26,0.1336714,-0.8741142,0.6883607
2.28,0.1274165,-0.8868847,0.6963347
2.3,0.1216418,-0.899631,0.7044315
2.32,0.1163597,-0.9123559,0.7126402
2.34,0.1115829,-0.9250622,0.7209495
2.36,0.1073239,-0.9377529,0.7293485
2.38,0.1035951,-0.9504308,0.7378259
2.4,0.1004092,-0.9630987,0.7463708
2.42,0.0977787,-0.9757595,0.754972
2.44,0.095716,-0.9884161,0.7636184
2.46,0.0942338,-1.0010713,0.7722989
2.48,0.0933446,-1.0137281,0.7810024
2.5,0.0930609,-1.0263891,0.7897179
2.52,0.0933953,-1.0390575,0.7984341
2.54,0.0943602,-1.0517359,0.8071401
2.56,0.0959682,-1.0644272,0.8158248
2.58,0.0982319,-1.0771344,0.8244769
2.6,0.1011637,-1.0898602,0.8330855
2.62,0.1047763,-1.1026075,0.8416394
2.64,0.1090821,-1.1153793,0.8501276
2.66,0.1140934,-1.1281781,0.858539
2.68,0.1198079,-1.1409948,0.8668658
2.7,0.1262044,-1.153805,0.8751044
2.72,0.1332602,-1.1665832,0.8832517
2.74,0.1409525,-1.1793039,0.8913044
2.76,0.1492588,-1.1919413,0.8992593
2.78,0.1581563,-1.2044701,0.9071131
2.8,0.1676224,-1.2168647,0.9148627
2.82,0.1776343,-1.2290994,0.9225047
2.84,0.1881694,-1.2411488,0.9300359
2.86,0.1992051,-1.2529873,0.9374532
2.88,0.2107186,-1.2645894,0.9447533
2.9,0.2226873,-1.2759295,0.9519329
2.92,0.2350885,-1.286982,0.9589888
2.94,0.2478995,-1.2977214,0.9659178
2.96,0.2610976,-1.3081221,0.9727166
2.98,0.2746602,-1.3181587,0.9793821
3,0.2885646,-1.3278055,0.985911
3.02,0.3027881,-1.337037,0.9923
3.04,0.3173081,-1.3458276,0.9985459
3.06,0.3321018,-1.3541518,1.0046455
3.08,0.3471465,-1.3619841,1.0105956
3.1,0.3624197,-1.3692988,1.0163929
3.12,0.3778986,-1.3760705,1.0220342
3.14,0.3935605,-1.3822735,1.0275163
3.16,0.4093828,-1.3878824,1.0328359
3.18,0.4253428,-1.3928716,1.0379898
3.2,0.4414179,-1.3972155,1.0429748
3.22,0.4575852,-1.4008885,1.0477876
3.24,0.4738222,-1.4038652,1.052425
3.26,0.4901062,-1.40612,1.0568837
3.28,0.5064146,-1.4076273,1.0611606
3.3,0.5227245,-1.4083615,1.0652524
3.32,0.5390134,-1.4082972,1.0691559
3.34,0.5552586,-1.4074088,1.0728678
3.36,0.5714373,-1.4056706,1.0763849
3.38,0.587527,-1.4030572,1.079704
3.4,0.6035049,-1.3995431,1.0828219
3.42,0.619349,-1.3951058,1.0857356
3.44,0.6350448,-1.3897647,1.0884481
3.46,0.6505833,-1.3835685,1.0909662
3.48,0.6659556,-1.3765665,1.0932965
3.5,0.6811528,-1.3688081,1.095446
3.52,0.6961659,-1.3603426,1.0974214
3.54,0.710986,-1.3512192,1.0992297
3.56,0.7256042,-1.3414874,1.1008776
3.58,0.7400116,-1.3311964,1.102372
3.6,0.7541992,-1.3203955,1.1037197
3.62,0.7681582,-1.3091341,1.1049276
3.64,0.7818796,-1.2974614,1.1060024
3.66,0.8085741,-1.2730797,1.1077802
3.68,0.8342112,-1.2476449,1.1091079
3.7,0.8587196,-1.2215515,1.11004
3.72,0.882028,-1.1951941,1.1106313
3.74,0.904065,-1.1689673,1.1109363
3.76,0.9247593,-1.1432655,1.1110098
3.78,0.9345806,-1.1307348,1.1109767
3.8,0.9440395,-1.1184833,1.1109063
3.82,0.953127,-1.1065604,1.1108052
3.84,0.9618342,-1.0950153,1.1106805
3.86,0.9701522,-1.0838973,1.1105388
3.88,0.9780721,-1.0732559,1.110387
3.9,0.985585,-1.0631403,1.110232
3.92,0.9926819,-1.0535997,1.1100806
3.94,0.9993494,-1.044598,1.1099231
3.96,1.0055496,-1.0355105,1.1096384
3.98,1.0112806,-1.0262057,1.1092024
4,1.0165484,-1.0166872,1.1086174
4.02,1.021359,-1.0069588,1.1078854
4.04,1.0257186,-0.9970239,1.1070086
4.06,1.0296331,-0.9868864,1.1059892
4.08,1.0331087,-0.9765499,1.1048293
4.1,1.0361514,-0.9660181,1.1035311
4.12,1.0387672,-0.9552946,1.1020967
4.14,1.0409622,-0.944383,1.1005283
4.16,1.0427425,-0.9332872,1.098828
4.18,1.0441141,-0.9220106,1.096998
4.2,1.0450831,-0.9105571,1.0950404
4.22,1.0456555,-0.8989302,1.0929575
4.24,1.0458373,-0.8871336,1.0907513
4.26,1.0450537,-0.8630462,1.0859777
4.28,1.0427807,-0.8383241,1.080737
4.3,1.0390668,-0.8129966,1.0750463
4.32,1.0339603,-0.7870931,1.068923
4.34,1.0275098,-0.760643,1.0623842
4.36,1.0197636,-0.7336755,1.0554471
4.38,1.0107703,-0.70622,1.0481291
4.4,1.0005783,-0.6783059,1.0404473
4.42,0.9892359,-0.6499625,1.0324189
4.44,0.9767918,-0.6212191,1.0240612
4.46,0.9632942,-0.592105,1.0153914
4.48,0.9487918,-0.5626496,1.0064268
4.5,0.9333328,-0.5328823,0.9971846
4.52,0.9169658,-0.5028323,0.9876819
4.54,0.8997392,-0.472529,0.9779361
4.56,0.8817014,-0.4420018,0.9679644
4.58,0.8629009,-0.4112799,0.957784
4.6,0.8433862,-0.3803928,0.9474121
4.62,0.8232056,-0.3493697,0.9368659
4.64,0.8024077,-0.31824,0.9261628
4.66,0.7810409,-0.287033,0.9153199
4.68,0.7591536,-0.2557781,0.9043544
4.7,0.7367942,-0.2245045,0.8932836
4.72,0.6908533,-0.162019,0.870895
4.74,0.6436055,-0.0998111,0.8482919
4.76,0.5954386,-0.0381156,0.8256122
4.78,0.5467401,0.022833,0.8029937
4.8,0.4978976,0.0827998,0.7805742
4.82,0.4492986,0.1415502,0.7584915
4.84,0.4252116,0.1703959,0.7476196
4.86,0.4013308,0.1988495,0.7368836
4.88,0.3777046,0.2268816,0.7263008
4.9,0.3543816,0.254463,0.7158883
4.92,0.3314101,0.2815642,0.7056635
4.94,0.3088387,0.3081559,0.6956434
4.96,0.2867157,0.3342089,0.6858455
4.98,0.2650896,0.3596937,0.6762868
5,0.2440088,0.3845811,0.6669847
5.02,0.2235219,0.4088416,0.6579563
5.04,0.2036761,0.4324701,0.6492188
5.06,0.1845125,0.4556086,0.6407886
5.08,0.1660694,0.4784547,0.6326818
5.1,0.1483853,0.5012061,0.6249147
5.12,0.1314987,0.5240606,0.6175034
5.14,0.1154481,0.5472158,0.6104641
5.16,0.1002719,0.5708697,0.6038129
5.18,0.0860086,0.5952198,0.5975661
5.2,0.0726966,0.6204639,0.5917396
5.22,0.0603744,0.6467997,0.5863499
5.24,0.0545966,0.6604388,0.5838238
5.26,0.0490806,0.674425,0.5814129
5.28,0.0438312,0.688783,0.5791192
5.3,0.0388534,0.7035375,0.5769449
5.32,0.0341519,0.7187133,0.5748918
5.34,0.0297315,0.734335,0.572962
5.36,0.025597,0.7504274,0.5711575
5.38,0.0217532,0.7670151,0.5694804
5.4,0.0182049,0.784123,0.5679327
5.42,0.014957,0.8017757,0.5665163
5.44,0.0120143,0.8199979,0.5652334
5.46,0.0093815,0.8388144,0.5640858
5.48,0.0070634,0.8582498,0.5630758
5.5,0.0050649,0.878329,0.5622052
5.52,0.0033908,0.8990765,0.5614761
5.54,0.0020459,0.9205171,0.5608905
5.56,0.001035,0.9426756,0.5604504
5.58,0.0003629,0.9655767,0.5601579
5.6,0.0000004,1.0129863,0.5597951
5.62,0.0000014,1.0237066,0.559276
5.64,0.0000027,1.0336105,0.5584607
5.66,0.0000043,1.0427804,0.5573694
5.68,0.000006,1.0512989,0.5560219
5.7,0.0000077,1.0592484,0.5544386
5.72,0.0000091,1.0667112,0.5526394
5.74,0.0000109,1.080507,0.5484736
5.76,0.0000101,1.093346,0.5436853
5.78,0.0000056,1.1058879,0.5384352
5.8,-0.0000037,1.1187901,0.5328871
5.82,-0.0000173,1.1325844,0.5273982
5.84,-0.0000246,1.1399226,0.5248791
5.86,-0.0000317,1.1476082,0.5226239
5.88,-0.000038,1.1556813,0.5207175
5.9,-0.000043,1.1641821,0.5192451
5.92,-0.0000465,1.1731507,0.5182918
5.94,-0.0000478,1.1826271,0.5179428
5.96,-0.0000463,1.1924035,0.5184358
5.98,-0.0000422,1.2020537,0.5199582
6,-0.0000361,1.2113237,0.5224914
6.02,-0.0000289,1.2199599,0.5260169
6.04,-0.0000212,1.2277084,0.5305158
6.06,-0.0000138,1.2343154,0.5359696
6.08,-0.0000104,1.2371116,0.5390487
6.1,-0.0000073,1.2395272,0.5423595
6.12,-0.0000046,1.2415305,0.5458996
6.14,-0.0000025,1.2430898,0.5496668
6.16,-0.000001,1.2441735,0.5536586
6.18,-0.0000001,1.2447497,0.5578729
6.2,0,1.244789,0.5622676
6.22,0,1.2442994,0.566523
6.24,0,1.2433114,0.5705671
6.26,0,1.241855,0.5743969
6.28,0,1.2399601,0.5780091
6.3,0,1.2376564,0.5814006
6.32,0,1.2319428,0.5875092
6.34,0,1.2249534,0.5926976
6.36,0,1.2169273,0.5969406
6.38,0,1.2081039,0.6002134
6.4,0,1.1987222,0.6024908
6.42,0,1.1890216,0.6037477
6.44,0,1.1792598,0.6039814
6.46,0,1.1698946,0.6035426
6.48,0,1.1610151,0.6026051
6.5,0,1.152586,0.6012282
6.52,0,1.1445718,0.5994711
6.54,0,1.136937,0.5973928
6.56,0,1.1226642,0.5925099
6.58,0,1.1094819,0.5870519
6.6,0,1.0969577,0.5814214
6.62,0,1.0844263,0.5759101
6.64,0,1.0712017,0.5707999
6.66,0,1.0641151,0.5684833
6.68,0,1.056598,0.5663727
6.7,0,1.0485646,0.5645034
6.72,0,1.0399291,0.5629105
6.74,0,1.0306059,0.5616293
6.76,0,1.0205091,0.560695
6.78,0,1.009553,0.5601429
6.8,-0.0000001,0.9976739,0.5600039
6.82,-0.0000178,0.9736947,0.5605059
6.84,-0.0000701,0.9504339,0.5618303
6.86,-0.000164,0.9278745,0.5639487
6.88,-0.0003065,0.9059998,0.5668324
6.9,-0.0005045,0.884793,0.5704529
6.92,-0.000765,0.8642373,0.5747817
6.94,-0.0010949,0.844316,0.5797904
6.96,-0.0015011,0.8250123,0.5854503
6.98,-0.0019906,0.8063094,0.591733
7,-0.0025703,0.7881906,0.5986099
7.02,-0.0032472,0.7706389,0.6060525
7.04,-0.0040282,0.7536377,0.6140323
7.06,-0.0049203,0.7371703,0.6225208
7.08,-0.0059304,0.7212197,0.6314894
7.1,-0.0070654,0.7057692,0.6409097
7.12,-0.0083323,0.6908021,0.6507531
7.14,-0.0097381,0.6763015,0.660991
7.16,-0.0112897,0.6622508,0.671595
7.18,-0.0129939,0.648633,0.6825366
7.2,-0.0148579,0.6354315,0.6937872
7.22,-0.0168884,0.6226294,0.7053183
7.24,-0.0190926,0.61021,0.7171013
7.26,-0.0214772,0.5981565,0.7291078
7.28,-0.0240492,0.5864521,0.7413093
7.3,-0.0297835,0.5640235,0.7661829
7.32,-0.0363509,0.54279,0.7914941
7.34,-0.0438069,0.5226174,0.8170145
7.36,-0.0522071,0.5033714,0.8425161
7.38,-0.0616071,0.4849177,0.8677707
7.4,-0.0720625,0.4671223,0.8925501
7.42,-0.0836287,0.4498507,0.9166261
7.44,-0.0963613,0.4329689,0.9397706
7.46,-0.1031824,0.4246322,0.9509222
7.48,-0.1103159,0.4163425,0.9617553
7.5,-0.1177688,0.4080832,0.9722415
7.52,-0.1255481,0.3998373,0.9823523
7.54,-0.1336606,0.3915883,0.992059
7.56,-0.1421133,0.3833192,1.0013331
7.58,-0.1509131,0.3750132,1.0101462
7.6,-0.1600671,0.3666537,1.0184698
7.62,-0.1695822,0.3582238,1.0262752
7.64,-0.1794652,0.3497068,1.033534
7.66,-0.1897231,0.3410858,1.0402177
7.68,-0.200363,0.3323442,1.0462978
7.7,-0.2113916,0.323465,1.0517456
7.72,-0.2228139,0.3144319,1.0565358
7.74,-0.2346032,0.3052336,1.0606866
7.76,-0.2467093,0.2958626,1.0642499
7.78,-0.2590813,0.2863115,1.0672781
7.8,-0.2716683,0.276573,1.0698237
7.82,-0.2844194,0.2666397,1.0719393
7.84,-0.2972838,0.2565042,1.0736772
7.86,-0.3231488,0.2355973,1.0762304
7.88,-0.3488563,0.2137934,1.0779033
7.9,-0.3739992,0.1910336,1.079116
7.92,-0.3981705,0.167259,1.0802885
7.94,-0.4097645,0.1549726,1.0809909
7.96,-0.4209631,0.1424105,1.0818407
7.98,-0.4317152,0.1295653,1.0828905
8,-0.44197,0.1164294,1.0841928
8.02,-0.4516766,0.1029957,1.0858
8.04,-0.4607842,0.0892568,1.0877647
8.06,-0.4692418,0.0752052,1.0901394
8.08,-0.4769986,0.0608336,1.0929766
8.1,-0.4840037,0.0461346,1.0963287
8.12,-0.4902062,0.0311009,1.1002483
8.14,-0.4955553,0.0157252,1.1047879
8.16,-0.5,0,1.11
