t,x,y,z
3,0.2349254,-1.3025915,0.9714323
3.02,0.247081,-1.3136073,0.9787476
3.04,0.2595827,-1.3242678,0.98592
3.06,0.2724091,-1.3345461,0.9929437
3.08,0.2855386,-1.3444153,0.999813
3.1,0.2989498,-1.3538486,1.006522
3.12,0.3126212,-1.3628189,1.0130651
3.14,0.3265315,-1.3712994,1.0194364
3.16,0.340659,-1.3792633,1.0256303
3.18,0.3549825,-1.3866835,1.031641
3.2,0.3694804,-1.3935332,1.0374626
3.22,0.3841312,-1.3997855,1.0430896
3.24,0.3989135,-1.4054135,1.048516
3.26,0.413806,-1.4103903,1.0537362
3.28,0.428787,-1.4146889,1.0587443
3.3,0.4438351,-1.4182825,1.0635347
3.32,0.4589289,-1.4211441,1.0681016
3.34,0.474047,-1.4232469,1.0724392
3.36,0.4891678,-1.424564,1.0765418
3.38,0.50427,-1.4250684,1.0804036
3.4,0.519332,-1.4247333,1.0840189
3.42,0.5343355,-1.423542,1.0873844
3.44,0.5492729,-1.4215155,1.0905063
3.46,0.5641395,-1.4186833,1.0933927
3.48,0.5789304,-1.415075,1.0960519
3.5,0.5936406,-1.41072,1.0984921
3.52,0.6082653,-1.4056479,1.1007214
3.54,0.6227996,-1.3998882,1.1027482
3.56,0.6372386,-1.3934704,1.1045806
3.58,0.6515773,-1.386424,1.1062269
3.6,0.665811,-1.3787786,1.1076952
3.62,0.6799348,-1.3705636,1.1089937
3.64,0.6939436,-1.3618087,1.1101308
3.66,0.7078327,-1.3525432,1.1111145
3.68,0.7215972,-1.3427968,1.1119531
3.7,0.7352321,-1.332599,1.1126548
3.72,0.7487327,-1.3219791,1.1132279
3.74,0.7753109,-1.2995918,1.1140208
3.76,0.8012928,-1.275871,1.1143976
3.78,0.8266393,-1.2510528,1.1144239
3.8,0.8513112,-1.2253734,1.1141654
3.82,0.8752695,-1.1990689,1.1136879
3.84,0.898475,-1.1723755,1.1130571
3.86,0.9208886,-1.1455294,1.1123386
3.88,0.9424712,-1.1187667,1.1115982
3.9,0.9631837,-1.0923236,1.1109015
3.92,0.982987,-1.0664361,1.1103143
3.94,1.0017867,-1.0412827,1.1098668
3.96,1.0104973,-1.028724,1.1095174
3.98,1.0186457,-1.0160711,1.1090182
4,1.026239,-1.0033261,1.1083712
4.02,1.0332847,-0.9904911,1.1075785
4.04,1.03979,-0.977568,1.1066422
4.06,1.0457623,-0.9645589,1.1055647
4.08,1.051209,-0.9514657,1.1043479
4.1,1.0561373,-0.9382905,1.102994
4.12,1.0605546,-0.9250354,1.1015052
4.14,1.0644682,-0.9117023,1.0998837
4.16,1.0678854,-0.8982933,1.0981315
4.18,1.0708136,-0.8848103,1.0962507
4.2,1.0732602,-0.8712554,1.0942437
4.22,1.0752323,-0.8576307,1.0921124
4.24,1.0767375,-0.843938,1.0898591
4.26,1.0777829,-0.8301796,1.0874858
4.28,1.0783759,-0.8163573,1.0849948
4.3,1.078524,-0.8024732,1.0823882
4.32,1.0782343,-0.7885293,1.079668
4.34,1.0775142,-0.7745277,1.0768366
4.36,1.0748122,-0.7463592,1.0708482
4.38,1.0704767,-0.7179838,1.0644402
4.4,1.0645662,-0.6894178,1.0576297
4.42,1.0571395,-0.6606773,1.0504339
4.44,1.0482551,-0.6317784,1.04287
4.46,1.0379718,-0.6027373,1.034955
4.48,1.0263481,-0.5735701,1.0267062
4.5,1.0134427,-0.5442931,1.0181408
4.52,0.9993143,-0.5149223,1.0092758
4.54,0.9840214,-0.485474,1.0001284
4.56,0.9676228,-0.4559642,0.9907158
4.58,0.950177,-0.4264092,0.9810551
4.6,0.9317428,-0.396825,0.9711635
4.62,0.9123787,-0.3672279,0.9610582
4.64,0.8921434,-0.337634,0.9507563
4.66,0.8710956,-0.3080595,0.9402749
4.68,0.8492939,-0.2785204,0.9296313
4.7,0.8267969,-0.2490331,0.9188425
4.72,0.8036632,-0.2196135,0.9079258
4.74,0.7799516,-0.190278,0.8968982
4.76,0.7557206,-0.1610426,0.885777
4.78,0.7059353,-0.1029368,0.8633222
4.8,0.6547762,-0.0454255,0.8406987
4.82,0.6027127,0.0113621,0.8180437
4.84,0.5502139,0.0672968,0.7954943
4.86,0.4977488,0.1222493,0.773188
4.88,0.4457867,0.1760903,0.7512619
4.9,0.4201409,0.2025537,0.7404843
4.92,0.3947967,0.2286907,0.7298533
4.94,0.3698128,0.2544852,0.7193859
4.96,0.3452479,0.2799211,0.7090994
4.98,0.3211606,0.3049821,0.6990108
5,0.2976095,0.3296523,0.6891375
5.02,0.2746533,0.3539153,0.6794964
5.04,0.2523506,0.377755,0.6701048
5.06,0.2307601,0.4011553,0.6609798
5.08,0.2099396,0.4241048,0.6521385
5.1,0.1899317,0.44669,0.6435978
5.12,0.1707643,0.4690902,0.6353741
5.14,0.1524646,0.4914881,0.6274839
5.16,0.1350601,0.5140666,0.6199435
5.18,0.1185781,0.5370085,0.6127694
5.2,0.1030458,0.5604966,0.605978
5.22,0.0884907,0.5847137,0.5995859
5.24,0.0749402,0.6098426,0.5936094
5.26,0.0624214,0.6360662,0.5880649
5.28,0.0565576,0.6496456,0.5854598
5.3,0.0509619,0.6635672,0.5829689
5.32,0.0456379,0.6778539,0.5805943
5.34,0.0405889,0.6925285,0.5783379
5.36,0.0358183,0.7076139,0.5762019
5.38,0.0313297,0.7231329,0.5741883
5.4,0.0271264,0.7391084,0.5722991
5.42,0.0232118,0.7555631,0.5705365
5.44,0.0195893,0.7725201,0.5689024
5.46,0.0162623,0.7900021,0.5673989
5.48,0.0132344,0.808032,0.5660281
5.5,0.0105088,0.8266326,0.564792
5.52,0.0080891,0.8458267,0.5636927
5.54,0.0059785,0.8656373,0.5627323
5.56,0.0041806,0.8860872,0.5619127
5.58,0.0026988,0.9071993,0.5612361
5.6,0.0015365,0.9289963,0.5607045
5.62,0.000697,0.9515011,0.5603199
5.64,0.0001839,0.9747367,0.5600845
5.66,0.0000005,0.9987258,0.5600002
5.68,0.0000002,1.0105032,0.5599795
5.7,0.0000009,1.021279,0.559884
5.72,0.0000018,1.0311472,0.5596734
5.74,0.000003,1.0402086,0.5593074
5.76,0.0000041,1.048564,0.5587461
5.78,0.0000051,1.0563143,0.5579494
5.8,0.0000058,1.0635603,0.5568771
5.82,0.0000061,1.0704031,0.5554893
5.84,0.0000059,1.0769433,0.5537458
5.86,0.0000049,1.083282,0.5516065
5.88,0.0000031,1.08952,0.5490314
5.9,0.0000003,1.0957581,0.5459804
5.92,-0.0000084,1.1085566,0.5385132
5.94,-0.0000196,1.1220281,0.5301303
5.96,-0.0000312,1.1364155,0.5220502
5.98,-0.0000365,1.1440287,0.5185045
6,-0.0000411,1.151962,0.5154916
6.02,-0.0000447,1.1602458,0.5131636
6.04,-0.000047,1.1689106,0.511673
6.06,-0.0000478,1.1779862,0.5111723
6.08,-0.0000461,1.1872166,0.511919
6.1,-0.0000419,1.1962183,0.5139877
6.12,-0.0000358,1.2047788,0.5172882
6.14,-0.0000286,1.212686,0.52173
6.16,-0.0000209,1.2197273,0.5272229
6.18,-0.0000135,1.2256904,0.5336766
6.2,-0.0000071,1.230363,0.5410006
6.22,-0.0000045,1.232149,0.5449608
6.24,-0.0000024,1.2335327,0.5491047
6.26,-0.0000009,1.2344875,0.5534211
6.28,-0.0000001,1.2349871,0.5578985
6.3,0,1.235009,0.5624975
6.32,0,1.2345749,0.5670078
6.34,0,1.2324418,0.5755992
6.36,0,1.2287767,0.5835372
6.38,0,1.2237653,0.5907249
6.4,0,1.217593,0.5970652
6.42,0,1.2104455,0.602461
6.44,0,1.2025083,0.6068152
6.46,0,1.193967,0.6100309
6.48,0,1.1850071,0.6120109
6.5,0,1.1758146,0.6126584
6.52,0,1.1668124,0.6120404
6.54,0,1.1582407,0.6103802
6.56,0,1.1500652,0.6078386
6.58,0,1.1422517,0.6045765
6.6,0,1.1347659,0.6007547
6.62,0,1.1275736,0.5965341
6.64,0,1.1139318,0.5875396
6.66,0,1.1010523,0.5788797
6.68,0,1.0948126,0.5750773
6.7,0,1.0886473,0.5717999
6.72,0,1.0824648,0.5690323
6.74,0,1.0761646,0.5667319
6.76,0,1.0696463,0.5648559
6.78,0,1.0628094,0.5633616
6.8,0,1.0555534,0.5622063
6.82,0,1.0477779,0.5613472
6.84,0,1.0393824,0.5607417
6.86,0,1.0302664,0.560347
6.88,0,1.0203294,0.5601205
6.9,0,1.0094711,0.5600193
6.92,-0.0000447,0.9855379,0.560123
6.94,-0.0003183,0.9619321,0.5608699
6.96,-0.0008383,0.9390447,0.5622761
6.98,-0.0016022,0.916858,0.5643208
7,-0.0026071,0.8953541,0.5669832
7.02,-0.0038504,0.8745154,0.5702424
7.04,-0.0053294,0.8543242,0.5740777
7.06,-0.0070415,0.8347626,0.5784681
7.08,-0.0089838,0.8158131,0.5833929
7.1,-0.0111539,0.7974577,0.5888313
7.12,-0.0135488,0.7796789,0.5947624
7.14,-0.016166,0.7624588,0.6011654
7.16,-0.0190028,0.7457797,0.6080195
7.18,-0.0220564,0.7296239,0.6153038
7.2,-0.0253242,0.7139737,0.6229976
7.22,-0.0288035,0.6988114,0.63108
7.24,-0.0324916,0.6841191,0.6395302
7.26,-0.0363858,0.6698792,0.6483274
7.28,-0.0404835,0.6560739,0.6574507
7.3,-0.0447818,0.6426855,0.6668794
7.32,-0.0492782,0.6296963,0.6765925
7.34,-0.0539699,0.6170885,0.6865693
7.36,-0.0588543,0.6048444,0.696789
7.38,-0.0639286,0.5929463,0.7072308
7.4,-0.0746363,0.5701169,0.728697
7.42,-0.0860716,0.5484586,0.7508016
7.44,-0.0982129,0.5278295,0.7733778
7.46,-0.1110387,0.5080876,0.7962591
7.48,-0.1245273,0.4890912,0.819279
7.5,-0.1386575,0.4706984,0.8422708
7.52,-0.1534075,0.4527672,0.865068
7.54,-0.1687558,0.4351559,0.8875039
7.56,-0.184681,0.4177225,0.9094121
7.58,-0.2011614,0.4003251,0.9306259
7.6,-0.2181756,0.382822,0.9509787
7.62,-0.2357021,0.3650713,0.970304
7.64,-0.2537192,0.346931,0.9884351
7.66,-0.2722055,0.3282593,1.0052056
7.68,-0.2816179,0.3186798,1.0130285
7.7,-0.2911395,0.3089143,1.0204487
7.72,-0.3007676,0.298945,1.0274455
7.74,-0.3104995,0.2887542,1.033998
7.76,-0.3203326,0.2783242,1.0400854
7.78,-0.3302642,0.2676371,1.0456869
7.8,-0.3402915,0.2566754,1.0507816
7.82,-0.3504118,0.2454212,1.0553487
7.84,-0.3606121,0.2338631,1.0593873
7.86,-0.3708492,0.2220077,1.0629535
7.88,-0.3810745,0.2098651,1.0661137
7.9,-0.3912394,0.1974451,1.0689345
7.92,-0.4111937,0.1718126,1.0738235
7.94,-0.4303234,0.1451898,1.0781522
7.96,-0.4482398,0.117656,1.0824523
7.98,-0.4566216,0.1035724,1.0847577
8,-0.4645544,0.0892907,1.0872554
8.02,-0.4719895,0.0748211,1.0900118
8.04,-0.4788784,0.0601734,1.0930933
8.06,-0.4851724,0.0453575,1.0965664
8.08,-0.4908231,0.0303833,1.1004976
8.1,-0.4957818,0.0152608,1.1049533
8.12,-0.5,0,1.11
