t,x,y,z
7.14,-0.0039637,0.8160792,0.5892118
7.16,-0.0049926,0.7984171,0.5958604
7.18,-0.0061551,0.7813849,0.6030906
7.2,-0.0074557,0.7649629,0.6108753
7.22,-0.0088986,0.7491312,0.6191873
7.24,-0.0104882,0.7338697,0.6279993
7.26,-0.0122289,0.7191587,0.6372843
7.28,-0.0141251,0.7049781,0.6470149
7.3,-0.0161809,0.6913082,0.6571642
7.32,-0.0184009,0.678129,0.6677047
7.34,-0.0207893,0.6654207,0.6786095
7.36,-0.0233505,0.6531633,0.6898513
7.38,-0.0260888,0.6413369,0.7014029
7.4,-0.0290086,0.6299216,0.7132371
7.42,-0.0321142,0.6188976,0.7253269
7.44,-0.0354099,0.6082449,0.7376449
7.46,-0.0425893,0.5879739,0.7628571
7.48,-0.0505814,0.5689494,0.7886564
7.5,-0.0594211,0.5510123,0.8148252
7.52,-0.069143,0.5340035,0.8411463
7.54,-0.0797819,0.5177636,0.867402
7.56,-0.0913727,0.5021335,0.8933751
7.58,-0.1039499,0.486954,0.9188481
7.6,-0.1175484,0.4720659,0.9436035
7.62,-0.132203,0.4573101,0.9674239
7.64,-0.1479483,0.4425274,0.9900919
7.66,-0.1562409,0.4350762,1.0009258
7.68,-0.1648192,0.4275585,1.0113901
7.7,-0.1736876,0.4199546,1.0214576
7.72,-0.1828504,0.4122444,1.031101
7.74,-0.1923119,0.404408,1.0402933
7.76,-0.2020766,0.3964257,1.0490072
7.78,-0.2121487,0.3882774,1.0572156
7.8,-0.2225326,0.3799433,1.0648913
7.82,-0.2332326,0.3714035,1.0720071
7.84,-0.2442532,0.3626381,1.0785358
7.86,-0.255598,0.3536273,1.0844508
7.88,-0.2672475,0.3443578,1.0897484
7.9,-0.2791498,0.3348252,1.0944569
7.92,-0.2912506,0.3250257,1.0986067
7.94,-0.3034955,0.3149556,1.1022284
7.96,-0.3158303,0.3046112,1.1053526
7.98,-0.3282006,0.2939886,1.1080097
8,-0.3405522,0.283084,1.1102303
8.02,-0.3528306,0.2718938,1.112045
8.04,-0.3649816,0.2604142,1.1134842
8.06,-0.376951,0.2486414,1.1145785
8.08,-0.3886843,0.2365716,1.1153585
8.1,-0.4001272,0.2242011,1.1158546
8.12,-0.4112256,0.2115262,1.1160975
8.14,-0.4219249,0.198543,1.1161175
8.16,-0.432171,0.1852478,1.1159454
8.18,-0.4419096,0.1716368,1.1156115
8.2,-0.4510862,0.1577063,1.1151465
8.22,-0.4596466,0.1434525,1.1145809
8.24,-0.4675365,0.1288717,1.1139452
8.26,-0.4747016,0.1139601,1.1132699
8.28,-0.4810876,0.0987139,1.1125856
8.3,-0.4866401,0.0831293,1.1119228
8.32,-0.4913048,0.0672027,1.111312
8.34,-0.4950275,0.0509302,1.1107838
8.36,-0.4977538,0.0343081,1.1103687
8.38,-0.4994294,0.0173326,1.1100973
8.4,-0.5,0,1.11
