t,x,y,z
1.06,0.638811,0.3824242,0.5185964
1.08,0.6445428,0.3460222,0.5223125
1.1,0.6515053,0.3100184,0.5258617
1.12,0.6594402,0.2744315,0.5292431
1.14,0.6680892,0.2392798,0.5324562
1.16,0.6771938,0.2045819,0.5355001
1.18,0.6864958,0.1703563,0.5383741
1.2,0.6957368,0.1366215,0.5410774
1.22,0.7046585,0.103396,0.5436094
1.24,0.7130025,0.0706984,0.5459693
1.26,0.7205104,0.0385471,0.5481563
1.28,0.7269239,0.0069606,0.5501697
1.3,0.7319847,-0.0240425,0.5520089
1.32,0.733927,-0.0393195,0.5528628
1.34,0.7354343,-0.0544437,0.553673
1.36,0.7364743,-0.0694128,0.5544391
1.38,0.7370146,-0.0842246,0.5551612
1.4,0.7370229,-0.0988766,0.5558392
1.42,0.736467,-0.1133665,0.556473
1.44,0.7353146,-0.1276921,0.5570624
1.46,0.7335333,-0.1418511,0.5576075
1.48,0.7310909,-0.155841,0.558108
1.5,0.7279551,-0.1696597,0.558564
1.52,0.7240936,-0.1833048,0.5589752
1.54,0.7194741,-0.1967739,0.5593417
1.56,0.7140643,-0.2100649,0.5596633
1.58,0.7078318,-0.2231752,0.55994
1.6,0.7007446,-0.2361028,0.5601716
1.62,0.6927701,-0.2488451,0.560358
1.64,0.6838761,-0.2613999,0.5604993
1.66,0.6740304,-0.273765,0.5605952
1.68,0.6632007,-0.2859379,0.5606456
1.7,0.6514758,-0.297888,0.5606532
1.72,0.6399796,-0.3093638,0.5606439
1.74,0.6289346,-0.3203677,0.5606253
1.76,0.6182674,-0.3309759,0.5605984
1.78,0.6079043,-0.3412644,0.5605644
1.8,0.5877963,-0.361187,0.56048
1.82,0.5479935,-0.4005458,0.5602779
1.84,0.5271217,-0.4211999,0.5601788
1.86,0.5161858,-0.432037,0.5601338
1.88,0.5048184,-0.4433158,0.5600934
1.9,0.492946,-0.4551121,0.5600588
1.92,0.4804951,-0.4675023,0.5600312
1.94,0.467392,-0.4805624,0.5600116
1.96,0.4535633,-0.4943686,0.5600013
1.98,0.4390859,-0.5089123,0.5600406
2,0.4247931,-0.5237431,0.5603553
2.02,0.4108283,-0.5387712,0.5609764
2.04,0.3971959,-0.5539829,0.5618975
2.06,0.3839008,-0.5693641,0.5631121
2.08,0.3709476,-0.5849012,0.564614
2.1,0.3583409,-0.6005802,0.5663969
2.12,0.3460854,-0.6163873,0.5684543
2.14,0.3341858,-0.6323088,0.5707799
2.16,0.3226467,-0.6483307,0.5733674
2.18,0.3114728,-0.6644392,0.5762104
2.2,0.3006688,-0.6806205,0.5793026
2.22,0.2902393,-0.6968607,0.5826377
2.24,0.280189,-0.713146,0.5862092
2.26,0.2705226,-0.7294626,0.5900108
2.28,0.2612447,-0.7457967,0.5940362
2.3,0.2523599,-0.7621343,0.5982791
2.32,0.2438731,-0.7784618,0.6027331
2.34,0.2357887,-0.7947651,0.6073918
2.36,0.2281115,-0.8110305,0.6122489
2.38,0.2208462,-0.8272442,0.617298
2.4,0.2139974,-0.8433923,0.6225329
2.42,0.2075698,-0.859461,0.6279471
2.44,0.201568,-0.8754364,0.6335343
2.46,0.1959967,-0.8913047,0.6392882
2.48,0.1908605,-0.9070521,0.6452023
2.5,0.1861642,-0.9226647,0.6512705
2.52,0.1819124,-0.9381288,0.6574862
2.54,0.1781098,-0.9534303,0.6638432
2.56,0.174761,-0.9685557,0.6703352
2.58,0.1718707,-0.9834908,0.6769557
2.6,0.1694435,-0.9982221,0.6836984
2.62,0.1674842,-1.0127356,0.690557
2.64,0.1659973,-1.0270174,0.6975252
2.66,0.1649876,-1.0410538,0.7045965
2.68,0.1644597,-1.0548309,0.7117646
2.7,0.1644183,-1.0683348,0.7190233
2.72,0.164868,-1.0815518,0.726366
2.74,0.1658135,-1.094468,0.7337866
2.76,0.1672595,-1.1070695,0.7412786
2.78,0.1692107,-1.1193426,0.7488357
2.8,0.1716716,-1.1312733,0.7564516
2.82,0.174647,-1.1428479,0.7641198
2.84,0.1781415,-1.1540525,0.7718341
2.86,0.1821599,-1.1648733,0.7795881
2.88,0.1867066,-1.1752964,0.7873754
2.9,0.1917865,-1.1853081,0.7951898
2.92,0.1974042,-1.1948944,0.8030248
2.94,0.2035644,-1.2040415,0.8108742
2.96,0.2102716,-1.2127356,0.8187315
2.98,0.2175307,-1.2209629,0.8265904
3,0.2253462,-1.2287095,0.8344446
3.02,0.2337212,-1.2359628,0.8422878
3.04,0.2426447,-1.2427221,0.8501146
3.06,0.252098,-1.2489925,0.8579199
3.08,0.2620625,-1.2547794,0.8656987
3.1,0.2725195,-1.2600881,0.873446
3.12,0.2834505,-1.2649238,0.8811569
3.14,0.2948367,-1.269292,0.8888262
3.16,0.3066595,-1.2731979,0.8964489
3.18,0.3189003,-1.2766468,0.9040201
3.2,0.3315403,-1.2796441,0.9115347
3.22,0.344561,-1.2821951,0.9189877
3.24,0.3579437,-1.284305,0.9263741
3.26,0.3716698,-1.2859792,0.9336888
3.28,0.3857205,-1.2872231,0.9409269
3.3,0.4000773,-1.2880419,0.9480833
3.32,0.4147214,-1.288441,0.9551531
3.34,0.4296344,-1.2884256,0.9621311
3.36,0.4447974,-1.2880011,0.9690124
3.38,0.4601918,-1.2871728,0.9757919
3.4,0.475799,-1.285946,0.9824647
3.42,0.4916004,-1.284326,0.9890257
3.44,0.5075772,-1.2823181,0.9954699
3.46,0.5399828,-1.2771602,1.0079878
3.48,0.5728665,-1.2705145,1.0199783
3.5,0.6060791,-1.2624237,1.0314013
3.52,0.6394715,-1.2529304,1.0422166
3.54,0.6728944,-1.2420769,1.0523841
3.56,0.7061986,-1.2299059,1.0618635
3.58,0.7392348,-1.2164598,1.0706149
3.6,0.771854,-1.2017812,1.0785979
3.62,0.8039069,-1.1859126,1.0857726
3.64,0.8352443,-1.1688966,1.0920987
3.66,0.8657169,-1.1507756,1.0975361
3.68,0.8805823,-1.141314,1.099909
3.7,0.8951756,-1.1315922,1.1020447
3.72,0.9094781,-1.1216153,1.1039381
3.74,0.9234712,-1.1113889,1.1055843
3.76,0.9371361,-1.100918,1.1069782
3.78,0.9504544,-1.0902081,1.1081148
3.8,0.9634073,-1.0792646,1.108989
3.82,0.9759761,-1.0680926,1.109596
3.84,0.9881422,-1.0566975,1.1099305
3.86,0.9998789,-1.0450893,1.1099935
3.88,1.011043,-1.0333474,1.1098764
3.9,1.0215939,-1.0215006,1.1096136
3.92,1.0315392,-1.0095509,1.1092071
3.94,1.0408867,-0.9975005,1.1086589
3.96,1.0496441,-0.9853515,1.1079711
3.98,1.057819,-0.973106,1.1071456
4,1.0654191,-0.9607661,1.1061844
4.02,1.0724522,-0.9483339,1.1050895
4.04,1.078926,-0.9358116,1.1038629
4.06,1.0848481,-0.9232012,1.1025066
4.08,1.0902263,-0.9105049,1.1010225
4.1,1.0950683,-0.8977248,1.0994127
4.12,1.0993817,-0.8848629,1.0976792
4.14,1.1031742,-0.8719215,1.0958239
4.16,1.1064537,-0.8589025,1.0938488
4.18,1.1092277,-0.8458082,1.091756
4.2,1.1115039,-0.8326407,1.0895474
4.22,1.1132902,-0.819402,1.087225
4.24,1.1145941,-0.8060943,1.0847908
4.26,1.1154233,-0.7927196,1.0822469
4.28,1.1157857,-0.7792802,1.0795951
4.3,1.1156888,-0.7657781,1.0768375
4.32,1.1151403,-0.7522153,1.073976
4.34,1.1141481,-0.7385942,1.0710128
4.36,1.1127197,-0.7249167,1.0679496
4.38,1.1108629,-0.7111849,1.0647887
4.4,1.1058949,-0.6835671,1.0581811
4.42,1.0993055,-0.6557578,1.0512061
4.44,1.0911565,-0.6277738,1.0438795
4.46,1.0815094,-0.599632,1.0362172
4.48,1.0704258,-0.5713493,1.0282353
4.5,1.0579674,-0.5429427,1.0199495
4.52,1.0441957,-0.514429,1.0113759
4.54,1.0291724,-0.4858252,1.0025304
4.56,1.0129591,-0.4571481,0.9934289
4.58,0.9956174,-0.4284147,0.9840874
4.6,0.9772088,-0.3996419,0.9745217
4.62,0.957795,-0.3708466,0.9647479
4.64,0.9374377,-0.3420456,0.9547818
4.66,0.9161983,-0.3132559,0.9446395
4.68,0.8941386,-0.2844944,0.9343367
4.7,0.8713201,-0.2557781,0.9238895
4.72,0.8478044,-0.2271237,0.9133137
4.74,0.8236532,-0.1985482,0.9026254
4.76,0.7989281,-0.1700686,0.8918405
4.78,0.7736906,-0.1417017,0.8809748
4.8,0.721925,-0.0853737,0.859065
4.82,0.6688494,-0.0296995,0.8370236
4.84,0.6149565,0.0251857,0.814978
4.86,0.5607394,0.0791466,0.7930556
4.88,0.5066908,0.132048,0.771384
4.9,0.4533037,0.1837546,0.7500905
4.92,0.4270121,0.2091176,0.7396255
4.94,0.4010708,0.2341311,0.7293027
4.96,0.3755412,0.2587784,0.7191383
4.98,0.350485,0.2830424,0.7091481
5,0.3259639,0.3069063,0.699348
5.02,0.3020393,0.3303532,0.689754
5.04,0.278773,0.3533661,0.680382
5.06,0.2562265,0.3759282,0.671248
5.08,0.2344614,0.3980225,0.6623678
5.1,0.213539,0.4196335,0.6537575
5.12,0.1935025,0.440821,0.6454321
5.14,0.174368,0.4617571,0.6374057
5.16,0.1561492,0.482623,0.6296924
5.18,0.1388602,0.5036002,0.6223061
5.2,0.1225148,0.5248697,0.6152607
5.22,0.1071268,0.546613,0.6085703
5.24,0.0927102,0.5690113,0.6022488
5.26,0.0792788,0.5922459,0.5963102
5.28,0.0668464,0.6164982,0.5907685
5.3,0.0554271,0.6419492,0.5856376
5.32,0.0501017,0.655181,0.5832306
5.34,0.0450347,0.6687805,0.5809316
5.36,0.0402278,0.6827703,0.5787422
5.38,0.0356829,0.6971732,0.5766643
5.4,0.0314017,0.7120117,0.5746996
5.42,0.0273858,0.7273086,0.5728499
5.44,0.0236371,0.7430865,0.5711168
5.46,0.0201572,0.759368,0.5695022
5.48,0.0169479,0.7761759,0.5680077
5.5,0.014011,0.7935328,0.5666352
5.52,0.0113481,0.8114613,0.5653864
5.54,0.008961,0.8299841,0.564263
5.56,0.0068515,0.8491239,0.5632667
5.58,0.0050212,0.8689034,0.5623994
5.6,0.0034719,0.8893451,0.5616628
5.62,0.0022053,0.9104717,0.5610585
5.64,0.0012233,0.932306,0.5605884
5.66,0.0005274,0.9548706,0.5602543
5.68,0.0001195,0.9781881,0.5600577
5.7,0,1.00225,0.5599829
5.72,0.0000002,1.0080133,0.5597733
5.74,0.0000005,1.0134081,0.5593378
5.76,0.0000017,1.0231878,0.5578527
5.78,0.0000031,1.0317796,0.555655
5.8,0.0000046,1.0393741,0.5528717
5.82,0.000006,1.0461619,0.5496302
5.84,0.0000069,1.0523338,0.5460577
5.86,0.0000065,1.0635919,0.5384287
5.88,0.0000015,1.0746733,0.5310027
5.9,-0.0000033,1.0806158,0.5276787
5.92,-0.0000096,1.0869621,0.5247108
5.94,-0.0000167,1.0937143,0.5221101
5.96,-0.0000241,1.100873,0.5198866
5.98,-0.0000314,1.108439,0.5180505
6,-0.0000379,1.1164129,0.5166121
6.02,-0.0000432,1.1247955,0.5155814
6.04,-0.0000466,1.1335873,0.5149686
6.06,-0.0000478,1.1427881,0.5147855
6.08,-0.0000462,1.1521515,0.5153783
6.1,-0.0000422,1.1613452,0.5169792
6.12,-0.0000366,1.1701636,0.5195558
6.14,-0.0000299,1.1784009,0.5230754
6.16,-0.0000226,1.1858515,0.5275055
6.18,-0.0000155,1.1923098,0.5328135
6.2,-0.000009,1.19757,0.5389669
6.22,-0.0000039,1.2014266,0.5459331
6.24,-0.0000021,1.2027642,0.5497108
6.26,-0.0000007,1.2036737,0.5536795
6.28,-0.0000001,1.2041296,0.557835
6.3,0,1.204106,0.5621206
6.32,0,1.2035987,0.5662664
6.34,0,1.2026332,0.5702307
6.36,0,1.2012366,0.5740081
6.38,0,1.1994361,0.5775936
6.4,0,1.1947318,0.5841676
6.42,0,1.1887376,0.5899107
6.44,0,1.1816708,0.5947811
6.46,0,1.1737486,0.598737
6.48,0,1.1651884,0.6017365
6.5,0,1.1562074,0.6037377
6.52,0,1.1470228,0.6046988
6.54,0,1.1379165,0.6045975
6.56,0,1.129257,0.603549
6.58,0,1.1210486,0.601697
6.6,0,1.1132626,0.5991819
6.62,0,1.10587,0.5961437
6.64,0,1.0988423,0.5927228
6.66,0,1.0857662,0.585294
6.68,0,1.0738008,0.5780148
6.7,0,1.062354,0.5717008
6.72,0,1.0564288,0.5689818
6.74,0,1.0501422,0.5665821
6.76,0,1.0433236,0.564522
6.78,0,1.035803,0.5628221
6.8,0,1.02741,0.5615027
6.82,0,1.0179744,0.5605844
6.84,0,1.0073258,0.5600875
6.86,-0.0000016,0.9954157,0.5600145
6.88,-0.0000635,0.9715629,0.5605694
6.9,-0.0002185,0.9485102,0.5619102
6.92,-0.0004708,0.926238,0.5640113
6.94,-0.0008245,0.9047267,0.5668467
6.96,-0.0012836,0.8839568,0.5703908
6.98,-0.0018524,0.8639086,0.5746177
7,-0.002535,0.8445627,0.5795017
7.02,-0.0033354,0.8258994,0.585017
7.04,-0.0042577,0.8078992,0.5911378
7.06,-0.0053062,0.7905425,0.5978384
7.08,-0.0064848,0.7738098,0.605093
7.1,-0.0077979,0.7576814,0.6128758
7.12,-0.0092493,0.7421379,0.621161
7.14,-0.0108433,0.7271596,0.629923
7.16,-0.0125841,0.7127269,0.6391358
7.18,-0.0144756,0.6988204,0.6487738
7.2,-0.0165221,0.6854204,0.6588111
7.22,-0.0187276,0.6725074,0.669222
7.24,-0.0210963,0.6600617,0.6799807
7.26,-0.0236322,0.648064,0.6910614
7.28,-0.0263396,0.6364944,0.7024385
7.3,-0.0292225,0.6253336,0.714086
7.32,-0.0322851,0.6145619,0.7259782
7.34,-0.0355314,0.6041597,0.7380894
7.36,-0.0389656,0.5941076,0.7503938
7.38,-0.0464141,0.574975,0.7754789
7.4,-0.0546636,0.5570075,0.8010276
7.42,-0.063747,0.5400487,0.8268335
7.44,-0.0736973,0.5239419,0.8526904
7.46,-0.0845474,0.5085306,0.8783923
7.48,-0.0963303,0.4936583,0.9037329
7.5,-0.109079,0.4791684,0.9285061
7.52,-0.1228263,0.4649044,0.9525056
7.54,-0.1376053,0.4507097,0.9755253
7.56,-0.1534489,0.4364278,0.997359
7.58,-0.1617802,0.4292052,1.0077667
7.6,-0.17039,0.4219021,1.0178006
7.62,-0.1792824,0.4144989,1.0274349
7.64,-0.1884616,0.4069761,1.0366438
7.66,-0.1979317,0.3993141,1.0454016
7.68,-0.2076967,0.3914933,1.0536825
7.7,-0.2177609,0.3834941,1.0614607
7.72,-0.2281282,0.3752971,1.0687105
7.74,-0.238803,0.3668825,1.075406
7.76,-0.2497891,0.3582309,1.0815216
7.78,-0.2610849,0.3493244,1.0870373
7.8,-0.2726521,0.3401561,1.0919688
7.82,-0.2844395,0.330723,1.0963452
7.84,-0.2963953,0.3210219,1.1001953
7.86,-0.3084683,0.31105,1.1035481
7.88,-0.3206067,0.3008041,1.1064325
7.9,-0.3327593,0.2902814,1.1088775
7.92,-0.3448743,0.2794787,1.1109121
7.94,-0.3569005,0.268393,1.1125653
7.96,-0.3687861,0.2570214,1.1138658
7.98,-0.3804799,0.2453608,1.1148428
8,-0.3919301,0.2334083,1.1155252
8.02,-0.4030854,0.2211607,1.1159419
8.04,-0.4138943,0.2086152,1.1161219
8.06,-0.4243052,0.1957686,1.1160941
8.08,-0.4342666,0.182618,1.1158875
8.1,-0.4437271,0.1691604,1.115531
8.12,-0.4526351,0.1553927,1.1150537
8.14,-0.4609392,0.1413119,1.1144843
8.16,-0.4685878,0.126915,1.113852
8.18,-0.4755294,0.1121991,1.1131857
8.2,-0.4817126,0.0971611,1.1125142
8.22,-0.4870859,0.0817979,1.1118666
8.24,-0.4915976,0.0661066,1.1112718
8.26,-0.4951964,0.0500842,1.1107588
8.28,-0.4978307,0.0337276,1.1103566
8.3,-0.4994491,0.0170339,1.110094
8.32,-0.5,0,1.11
