t,x,y,z
1.16,0.6749241,0.2085973,0.5353686
1.18,0.6842258,0.1734896,0.5383323
1.2,0.6935078,0.1388993,0.5411096
1.22,0.7025003,0.1048497,0.5437009
1.24,0.7109338,0.0713642,0.5461065
1.26,0.7185386,0.0384661,0.5483267
1.28,0.7250452,0.0061786,0.5503619
1.3,0.7301838,-0.0254747,0.5522125
1.32,0.7321558,-0.0410564,0.5530687
1.34,0.7336848,-0.0564707,0.5538788
1.36,0.7347369,-0.0717149,0.554643
1.38,0.7352786,-0.086786,0.5553612
1.4,0.735276,-0.1016811,0.5560335
1.42,0.7346955,-0.1163972,0.55666
1.44,0.7335034,-0.1309315,0.5572407
1.46,0.731666,-0.1452811,0.5577756
1.48,0.7291496,-0.1594429,0.5582648
1.5,0.7259204,-0.1734142,0.5587084
1.52,0.7219448,-0.187192,0.5591063
1.54,0.717189,-0.2007733,0.5594586
1.56,0.7116194,-0.2141553,0.5597654
1.58,0.7052023,-0.227335,0.5600267
1.6,0.6979039,-0.2403096,0.5602426
1.62,0.6896906,-0.253076,0.5604131
1.64,0.6805285,-0.2656315,0.5605382
1.66,0.6703842,-0.277973,0.560618
1.68,0.6592237,-0.2900977,0.5606525
1.7,0.6474329,-0.3019261,0.560651
1.72,0.636033,-0.3132971,0.5606379
1.74,0.6250091,-0.3242718,0.5606155
1.76,0.6038128,-0.3453192,0.5605477
1.78,0.5628949,-0.3858138,0.560355
1.8,0.5420692,-0.4064084,0.5602498
1.82,0.5313232,-0.4170435,0.5601993
1.84,0.520263,-0.4279994,0.5601519
1.86,0.5088197,-0.4393479,0.5601087
1.88,0.4969243,-0.4511606,0.560071
1.9,0.4845077,-0.4635093,0.5600401
1.92,0.471501,-0.4764657,0.5600172
1.94,0.4578351,-0.4901015,0.5600035
1.96,0.4434644,-0.5044764,0.5600069
1.98,0.4290675,-0.5192655,0.5602364
2,0.4149892,-0.5342839,0.5607859
2.02,0.401235,-0.5495166,0.5616485
2.04,0.3878106,-0.5649482,0.5628176
2.06,0.3747213,-0.5805635,0.5642865
2.08,0.3619729,-0.5963472,0.5660484
2.1,0.3495707,-0.6122841,0.5680966
2.12,0.3375204,-0.628359,0.5704245
2.14,0.3258276,-0.6445565,0.5730252
2.16,0.3144977,-0.6608614,0.5758922
2.18,0.3035363,-0.6772585,0.5790185
2.2,0.2929489,-0.6937325,0.5823977
2.22,0.2827412,-0.7102682,0.5860228
2.24,0.2729185,-0.7268504,0.5898873
2.26,0.2634866,-0.7434637,0.5939843
2.28,0.2544509,-0.7600929,0.5983073
2.3,0.2458169,-0.7767228,0.6028494
2.32,0.2375903,-0.7933381,0.6076039
2.34,0.2297766,-0.8099236,0.6125641
2.36,0.2223812,-0.826464,0.6177234
2.38,0.2154098,-0.8429441,0.623075
2.4,0.2088679,-0.8593485,0.6286121
2.42,0.2027611,-0.8756622,0.6343281
2.44,0.1970948,-0.8918698,0.6402162
2.46,0.1918747,-0.907956,0.6462697
2.48,0.1871063,-0.9239056,0.652482
2.5,0.1827951,-0.9397034,0.6588462
2.52,0.1789466,-0.9553342,0.6653557
2.54,0.1755665,-0.9707825,0.6720038
2.56,0.1726602,-0.9860333,0.6787837
2.58,0.1702334,-1.0010713,0.6856887
2.6,0.1682915,-1.0158811,0.6927122
2.62,0.1668401,-1.0304476,0.6998473
2.64,0.1658847,-1.0447556,0.7070874
2.66,0.1654309,-1.0587896,0.7144257
2.68,0.1654843,-1.0725346,0.7218556
2.7,0.1660503,-1.0859752,0.7293703
2.72,0.1671346,-1.0990963,0.736963
2.74,0.1687426,-1.1118825,0.7446272
2.76,0.17088,-1.1243185,0.7523561
2.78,0.1735521,-1.1363893,0.7601429
2.8,0.1767648,-1.1480794,0.7679809
2.82,0.1805233,-1.1593737,0.7758634
2.84,0.1848333,-1.1702569,0.7837838
2.86,0.1897004,-1.1807137,0.7917352
2.88,0.1951301,-1.1907289,0.799711
2.9,0.2011279,-1.2002873,0.8077045
2.92,0.2076994,-1.2093736,0.8157088
2.94,0.2148501,-1.2179725,0.8237174
2.96,0.2225855,-1.2260688,0.8317235
2.98,0.230911,-1.2336475,0.8397204
3,0.239821,-1.2407025,0.847702
3.02,0.2492961,-1.2472392,0.8556629
3.04,0.2593161,-1.2532638,0.8635978
3.06,0.2698608,-1.2587823,0.8715014
3.08,0.2809098,-1.263801,0.8793684
3.1,0.2924429,-1.268326,0.8871935
3.12,0.3044399,-1.2723634,0.8949714
3.14,0.3168805,-1.2759194,0.9026967
3.16,0.3297445,-1.2790001,0.9103642
3.18,0.3430115,-1.2816116,0.9179686
3.2,0.3566615,-1.2837602,0.9255045
3.22,0.370674,-1.2854519,0.9329666
3.24,0.3850288,-1.2866928,0.9403496
3.26,0.3997057,-1.2874893,0.9476482
3.28,0.4146845,-1.2878473,0.9548571
3.3,0.4299448,-1.287773,0.961971
3.32,0.4454664,-1.2872725,0.9689846
3.34,0.4612291,-1.2863521,0.9758926
3.36,0.4772127,-1.2850178,0.9826896
3.38,0.4933967,-1.2832758,0.9893704
3.4,0.5097611,-1.2811323,0.9959296
3.42,0.5429497,-1.2756651,1.0086621
3.44,0.5766164,-1.2686653,1.0208446
3.46,0.6105993,-1.2601822,1.0324346
3.48,0.6447361,-1.2502648,1.0433898
3.5,0.6788651,-1.2389624,1.0536675
3.52,0.712824,-1.2263239,1.0632254
3.54,0.7464508,-1.2123987,1.0720209
3.56,0.7795835,-1.1972359,1.0800116
3.58,0.8120602,-1.1808845,1.0871549
3.6,0.8437186,-1.1633938,1.0934085
3.62,0.8591904,-1.1542366,1.0961883
3.64,0.8743968,-1.1448129,1.0987298
3.66,0.8893177,-1.135129,1.1010276
3.68,0.9039328,-1.125191,1.1030763
3.7,0.9182218,-1.1150049,1.1048708
3.72,0.9321645,-1.1045771,1.1064056
3.74,0.9457406,-1.0939135,1.1076755
3.76,0.9589298,-1.0830204,1.1086752
3.78,0.971712,-1.071904,1.1093994
3.8,0.9840668,-1.0605702,1.1098426
3.82,0.9959741,-1.0490253,1.1099997
3.84,1.0073392,-1.0373155,1.1099297
3.86,1.0180728,-1.0254913,1.1097076
3.88,1.0281826,-1.0135552,1.1093357
3.9,1.0376768,-1.0015093,1.1088161
3.92,1.0465633,-0.989356,1.1081509
3.94,1.0548503,-0.9770974,1.1073423
3.96,1.0625458,-0.9647359,1.1063923
3.98,1.0696578,-0.9522736,1.105303
4,1.0761943,-0.9397129,1.1040766
4.02,1.0821636,-0.9270559,1.1027151
4.04,1.0875734,-0.9143049,1.1012207
4.06,1.0924321,-0.9014622,1.0995954
4.08,1.0967475,-0.8885301,1.0978414
4.1,1.1005277,-0.8755106,1.0959609
4.12,1.1037808,-0.8624062,1.0939557
4.14,1.1065149,-0.849219,1.0918282
4.16,1.1087379,-0.8359514,1.0895804
4.18,1.1104579,-0.8226054,1.0872145
4.2,1.1116831,-0.8091835,1.0847324
4.22,1.1124213,-0.7956878,1.0821363
4.24,1.1126808,-0.7821206,1.0794284
4.26,1.1124694,-0.7684842,1.0766108
4.28,1.1117954,-0.7547807,1.0736855
4.3,1.1106666,-0.7410125,1.0706546
4.32,1.1090913,-0.7271818,1.0675203
4.34,1.1070773,-0.7132908,1.0642847
4.36,1.1046328,-0.6993417,1.0609499
4.38,1.0984845,-0.6712786,1.053991
4.4,1.0907107,-0.6430104,1.0466605
4.42,1.0813758,-0.614555,1.0389753
4.44,1.0705442,-0.5859305,1.0309522
4.46,1.0582802,-0.5571548,1.0226081
4.48,1.0446483,-0.528246,1.0139598
4.5,1.0297129,-0.4992219,1.0050243
4.52,1.0135384,-0.4701007,0.9958184
4.54,0.9961891,-0.4409002,0.9863588
4.56,0.9777295,-0.4116385,0.9766626
4.58,0.958224,-0.3823335,0.9667465
4.6,0.9377369,-0.3530032,0.9566274
4.62,0.9163327,-0.3236656,0.9463222
4.64,0.8940757,-0.2943387,0.9358477
4.66,0.8710304,-0.2650404,0.9252209
4.68,0.8472611,-0.2357888,0.9144584
4.7,0.8228323,-0.2066018,0.9035773
4.72,0.7978083,-0.1774975,0.8925944
4.74,0.7722535,-0.1484937,0.8815264
4.76,0.7462324,-0.1196085,0.8703904
4.78,0.6930486,-0.0622658,0.8479815
4.8,0.6387721,-0.0056131,0.8255024
4.82,0.583918,0.0502055,0.8030881
4.84,0.5290016,0.1050464,0.7808735
4.86,0.4745379,0.1587656,0.7589934
4.88,0.4476369,0.1851596,0.7482209
4.9,0.4210422,0.2112193,0.7375827
4.92,0.3948184,0.2369266,0.7270955
4.94,0.3690297,0.2622636,0.7167763
4.96,0.3437406,0.2872122,0.7066418
4.98,0.3190155,0.3117546,0.696709
5,0.2949187,0.3358727,0.6869947
5.02,0.2715148,0.3595485,0.6775158
5.04,0.248868,0.3827641,0.6682891
5.06,0.2270427,0.4055015,0.6593315
5.08,0.2061006,0.4277543,0.6506598
5.1,0.1860743,0.4496355,0.6422893
5.12,0.1669798,0.471328,0.6342351
5.14,0.1488325,0.4930156,0.6265117
5.16,0.1316481,0.5148822,0.6191341
5.18,0.1154421,0.5371116,0.6121171
5.2,0.1002302,0.5598875,0.6054753
5.22,0.086028,0.5833939,0.5992236
5.24,0.072851,0.6078145,0.5933768
5.26,0.0607148,0.6333332,0.5879497
5.28,0.0550419,0.6465617,0.5853981
5.3,0.049635,0.6601337,0.582957
5.32,0.0444962,0.6740721,0.5806282
5.34,0.0396273,0.6883998,0.5784136
5.36,0.0350303,0.70314,0.576315
5.38,0.0307072,0.7183155,0.5743342
5.4,0.0266598,0.7339494,0.5724732
5.42,0.0228902,0.7500645,0.5707337
5.44,0.0194004,0.766684,0.5691176
5.46,0.0161921,0.7838307,0.5676267
5.48,0.0132675,0.8015276,0.566263
5.5,0.0106284,0.8197977,0.5650282
5.52,0.0082768,0.8386641,0.5639243
5.54,0.0062147,0.8581496,0.5629529
5.56,0.0044439,0.8782772,0.5621161
5.58,0.0029665,0.89907,0.5614156
5.6,0.0017844,0.9205509,0.5608533
5.62,0.0008995,0.9427429,0.5604311
5.64,0.0003138,0.9656689,0.5601507
5.66,0.0000293,0.9893519,0.5600141
5.68,0.0000004,1.0132285,0.5598753
5.7,0.0000012,1.0242805,0.5595594
5.72,0.0000025,1.0346804,0.5590579
5.74,0.0000041,1.044475,0.5583781
5.76,0.0000059,1.0537111,0.5575273
5.78,0.0000078,1.0624356,0.5565128
5.8,0.0000098,1.0706952,0.5553418
5.82,0.0000135,1.0860075,0.5525594
5.84,0.0000164,1.1000225,0.5492382
5.86,0.0000175,1.113115,0.5454364
5.88,0.0000163,1.1256595,0.5412119
5.9,0.0000038,1.1506035,0.5317276
5.92,-0.0000088,1.1637513,0.5266139
5.94,-0.0000237,1.1778364,0.5217286
5.96,-0.000031,1.1853413,0.5195847
5.98,-0.0000374,1.1932134,0.5177542
6,-0.0000427,1.2014972,0.5163232
6.02,-0.0000463,1.2102368,0.5153775
6.04,-0.0000477,1.2194767,0.5150028
6.06,-0.0000466,1.229024,0.5154426
6.08,-0.0000429,1.238429,0.5169327
6.1,-0.0000373,1.247472,0.5194402
6.12,-0.0000305,1.2559353,0.5229308
6.14,-0.0000231,1.2636014,0.52737
6.16,-0.0000158,1.2702525,0.5327233
6.18,-0.0000092,1.275671,0.5389562
6.2,-0.0000064,1.2778501,0.5423918
6.22,-0.000004,1.2796394,0.5460344
6.24,-0.0000021,1.2810117,0.5498796
6.26,-0.0000007,1.2819399,0.5539232
6.28,-0.0000001,1.2823968,0.5581609
6.3,0,1.2823553,0.5625265
6.32,0,1.2818125,0.5667413
6.34,0,1.2807956,0.5707672
6.36,0,1.2793334,0.5745988
6.38,0,1.2774546,0.5782304
6.4,0,1.2725621,0.5848716
6.42,0,1.2663481,0.5906466
6.44,0,1.2590425,0.5955112
6.46,0,1.2508751,0.5994209
6.48,0,1.242076,0.6023316
6.5,0,1.232875,0.6041989
6.52,0,1.2235019,0.6049785
6.54,0,1.2143189,0.604649
6.56,0,1.2056687,0.6033279
6.58,0,1.1975073,0.6011832
6.6,0,1.189781,0.5983828
6.62,0,1.182436,0.595095
6.64,0,1.1754187,0.5914876
6.66,0,1.1621526,0.5839867
6.68,0,1.1495543,0.5772033
6.7,0,1.1372378,0.5717988
6.72,0,1.1248668,0.5676528
6.74,0,1.1121077,0.5646002
6.76,0,1.0986269,0.5624757
6.78,0,1.084091,0.5611142
6.8,0,1.0681663,0.5603504
6.82,0,1.059579,0.560141
6.84,0,1.0505193,0.560019
6.86,0,1.0409458,0.559964
6.88,0,1.0308166,0.559955
6.9,0,1.02009,0.5599716
6.92,0,1.0087245,0.5599931
6.94,-0.0000187,0.9846624,0.5601698
6.96,-0.0001257,0.9611694,0.5611135
6.98,-0.0003314,0.9384675,0.5628606
7,-0.0006403,0.9165366,0.5653837
7.02,-0.0010567,0.895357,0.5686556
7.04,-0.0015849,0.8749085,0.5726491
7.06,-0.0022293,0.8551715,0.5773369
7.08,-0.0029942,0.8361258,0.5826916
7.1,-0.0038841,0.8177516,0.5886861
7.12,-0.0049032,0.8000291,0.595293
7.14,-0.006056,0.7829381,0.6024851
7.16,-0.0073468,0.766459,0.6102351
7.18,-0.0087799,0.7505716,0.6185157
7.2,-0.0103598,0.7352562,0.6272997
7.22,-0.0120907,0.7204927,0.6365598
7.24,-0.013977,0.7062613,0.6462687
7.26,-0.0160232,0.692542,0.6563991
7.28,-0.0182334,0.679315,0.6669239
7.3,-0.0206122,0.6665602,0.6778156
7.32,-0.0231639,0.6542579,0.689047
7.34,-0.0258927,0.642388,0.700591
7.36,-0.0288032,0.6309307,0.7124201
7.38,-0.0318996,0.619866,0.7245071
7.4,-0.0351863,0.609174,0.7368248
7.42,-0.042348,0.5888285,0.762043
7.44,-0.0503232,0.5697347,0.7878565
7.46,-0.0591468,0.5517335,0.8140471
7.48,-0.0688537,0.5346653,0.8403968
7.5,-0.0794787,0.5183709,0.8666872
7.52,-0.0910566,0.5026908,0.8927002
7.54,-0.1036225,0.4874658,0.9182177
7.56,-0.117211,0.4725365,0.9430215
7.58,-0.1318572,0.4577435,0.9668934
7.6,-0.1475959,0.4429274,0.9896152
7.62,-0.1558858,0.435461,1.0004766
7.64,-0.1644619,0.427929,1.0109687
7.66,-0.1733285,0.4203116,1.0210642
7.68,-0.1824901,0.4125889,1.0307359
7.7,-0.1919509,0.4047408,1.0399563
7.72,-0.2017154,0.3967476,1.0486984
7.74,-0.2117878,0.3885893,1.0569348
7.76,-0.2221727,0.3802459,1.0646382
7.78,-0.2328742,0.3716976,1.0717813
7.8,-0.2438968,0.3629244,1.078337
7.82,-0.2552444,0.3539066,1.0842783
7.84,-0.2668987,0.3446303,1.0896002
7.86,-0.278808,0.3350911,1.0943307
7.88,-0.2909177,0.3252851,1.0985004
7.9,-0.3031734,0.3152086,1.10214
7.92,-0.3155206,0.3048576,1.1052801
7.94,-0.3279048,0.2942284,1.1079514
7.96,-0.3402715,0.2833173,1.1101844
7.98,-0.3525661,0.2721203,1.1120098
8,-0.3647342,0.2606336,1.1134583
8.02,-0.3767213,0.2488535,1.1145604
8.04,-0.3884729,0.2367761,1.1153469
8.06,-0.3999345,0.2243977,1.1158484
8.08,-0.4110516,0.2117144,1.1160954
8.1,-0.4217697,0.1987224,1.1161187
8.12,-0.4320343,0.1854178,1.1159489
8.14,-0.4417909,0.171797,1.1156166
8.16,-0.450985,0.157856,1.1151525
8.18,-0.4595622,0.143591,1.1145871
8.2,-0.4674678,0.1289983,1.1139512
8.22,-0.4746475,0.114074,1.1132753
8.24,-0.4810467,0.0988144,1.1125902
8.26,-0.4866109,0.0832155,1.1119264
8.28,-0.4912857,0.0672737,1.1113146
8.3,-0.4950164,0.050985,1.1107854
8.32,-0.4977488,0.0343457,1.1103695
8.34,-0.4994281,0.017352,1.1100975
8.36,-0.5,0,1.11
